0,Python,Calc,0.02004837989807129
1,Python,Calc,0.019881248474121094
2,Python,Calc,0.019258499145507812
3,Python,Calc,0.0191342830657959
4,Python,Calc,0.020378589630126953
5,Python,Calc,0.019177675247192383
6,Python,Calc,0.020583152770996094
7,Python,Calc,0.01885843276977539
8,Python,Calc,0.020006656646728516
9,Python,Calc,0.019924640655517578
0,Python,Branch,0.018841266632080078
1,Python,Branch,0.019555330276489258
2,Python,Branch,0.018340110778808594
3,Python,Branch,0.01903390884399414
4,Python,Branch,0.018298864364624023
5,Python,Branch,0.018877506256103516
6,Python,Branch,0.01834702491760254
7,Python,Branch,0.018702030181884766
8,Python,Branch,0.018543481826782227
9,Python,Branch,0.01828598976135254
0,Python,Loop,0.018814802169799805
1,Python,Loop,0.019072532653808594
2,Python,Loop,0.019637107849121094
3,Python,Loop,0.019423246383666992
4,Python,Loop,0.020044565200805664
5,Python,Loop,0.020322799682617188
6,Python,Loop,0.019216299057006836
7,Python,Loop,0.019568204879760742
8,Python,Loop,0.020142078399658203
9,Python,Loop,0.019621610641479492
0,Perl,Calc,0.0021674633026123047
1,Perl,Calc,0.0019359588623046875
2,Perl,Calc,0.0020880699157714844
3,Perl,Calc,0.002105712890625
4,Perl,Calc,0.002344369888305664
5,Perl,Calc,0.002118825912475586
6,Perl,Calc,0.0019297599792480469
7,Perl,Calc,0.001852273941040039
8,Perl,Calc,0.0018563270568847656
9,Perl,Calc,0.0020036697387695312
0,Perl,Branch,0.0016825199127197266
1,Perl,Branch,0.0016498565673828125
2,Perl,Branch,0.0017273426055908203
3,Perl,Branch,0.0017344951629638672
4,Perl,Branch,0.0018601417541503906
5,Perl,Branch,0.0017333030700683594
6,Perl,Branch,0.0018177032470703125
7,Perl,Branch,0.0018107891082763672
8,Perl,Branch,0.0019783973693847656
9,Perl,Branch,0.0020072460174560547
0,Perl,Loop,0.002138376235961914
1,Perl,Loop,0.0021228790283203125
2,Perl,Loop,0.0017118453979492188
3,Perl,Loop,0.0017261505126953125
4,Perl,Loop,0.001764535903930664
5,Perl,Loop,0.0017096996307373047
6,Perl,Loop,0.0016903877258300781
7,Perl,Loop,0.0016810894012451172
8,Perl,Loop,0.0017161369323730469
9,Perl,Loop,0.0018978118896484375
0,Java,Calc,0.05161428451538086
1,Java,Calc,0.051773786544799805
2,Java,Calc,0.052846670150756836
3,Java,Calc,0.052618980407714844
4,Java,Calc,0.052080392837524414
5,Java,Calc,0.05180931091308594
6,Java,Calc,0.05157637596130371
7,Java,Calc,0.05074715614318848
8,Java,Calc,0.052384138107299805
9,Java,Calc,0.05057382583618164
0,Java,Branch,0.05232095718383789
1,Java,Branch,0.050695180892944336
2,Java,Branch,0.051239013671875
3,Java,Branch,0.051400184631347656
4,Java,Branch,0.05206179618835449
5,Java,Branch,0.05054020881652832
6,Java,Branch,0.05129218101501465
7,Java,Branch,0.053639888763427734
8,Java,Branch,0.05263829231262207
9,Java,Branch,0.0524599552154541
0,Java,Loop,0.05066680908203125
1,Java,Loop,0.051342010498046875
2,Java,Loop,0.05083489418029785
3,Java,Loop,0.050537109375
4,Java,Loop,0.05113387107849121
5,Java,Loop,0.05151534080505371
6,Java,Loop,0.05537056922912598
7,Java,Loop,0.051711320877075195
8,Java,Loop,0.05338287353515625
9,Java,Loop,0.052390098571777344
0,C,Calc,0.0009071826934814453
1,C,Calc,0.0006639957427978516
2,C,Calc,0.000675201416015625
3,C,Calc,0.0007472038269042969
4,C,Calc,0.0007109642028808594
5,C,Calc,0.0006518363952636719
6,C,Calc,0.0006766319274902344
7,C,Calc,0.0009868144989013672
8,C,Calc,0.0011267662048339844
9,C,Calc,0.0008068084716796875
0,C,Branch,0.0008144378662109375
1,C,Branch,0.0008652210235595703
2,C,Branch,0.0007798671722412109
3,C,Branch,0.0009121894836425781
4,C,Branch,0.0007863044738769531
5,C,Branch,0.0007109642028808594
6,C,Branch,0.0006628036499023438
7,C,Branch,0.0007722377777099609
8,C,Branch,0.0008387565612792969
9,C,Branch,0.0006530284881591797
0,C,Loop,0.0006651878356933594
1,C,Loop,0.0006506443023681641
2,C,Loop,0.0006866455078125
3,C,Loop,0.0006325244903564453
4,C,Loop,0.0006568431854248047
5,C,Loop,0.0006527900695800781
6,C,Loop,0.0006771087646484375
7,C,Loop,0.0006341934204101562
8,C,Loop,0.0006473064422607422
9,C,Loop,0.0006659030914306641
